ID,Race,Ethnicity,Origin_Region,Settlement_Type,Equipment_Group,Outdoor_Skills,Urban_Skills,Knowledge,Craft,Literacy,Spoken_Languages,Starting_Capital,Starting_Equipment_Cost_BP,Starting_Equipment_Kit_Type,Post_Kit_Tier,Post_Kit_Tier_Name,Post_Kit_Purchases,Post_Kit_Total_Spent_BP,Final_Pocket_Money_BP,Armes_et_Armures,Autre_Equipement,Combat_Points,Magic,Magic_Type,Magic_Subtype,Grappling,Melee,Projectiles,Fencing,Skill_Modifier,Height_cm,Weight_kg,Size_Score,Balance,Quickness,Coordination,Precision,Endurance,Vigilance,Beauty,Stealth,Speed,Special,Generation_Date
CH-00258,Human,Turami,Dragon Coast,Major Port City,Groupe3_Coeur_Continental,,Urban Stealth & Shadowing | Disguise & Impersonation | Smuggling Networks | Guild Knowledge & Politics | Black Market Operations,Political Currents & Rivalries | Trade Routes & Commerce | Guilds & Organizations,Cooking (Fine Cuisine) | Embroidery & Fine Sewing | Brewing & Distilling,Turami,Chondathan | Thorass | Turami,1684,293.4,universal_standard,1,Modest,Kite shield | Lance | Buckler,600.0,1084,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Kite shield | Lance | Buckler,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),30.4,NO,None,,5,4,4,4,-5,167.7,74.8,0,7,6,3,2,-8,6,7,6,7,Aucun,2026-05-28 13:35:34
CH-00259,Half-elf,Wood Half-elf,Silver Marches (Luruar),Isolated Hamlet,Groupe7_Marches_Argent,Mountain Endurance | Forest Stealth | Wild Plant Foraging | Complex Terrain Navigation | Advanced Tracking,Heraldry & Lineage Recognition | Streetwise (Urban Underworld),Spellplague & Its Aftermath | Nobility & Heraldry | Religious Cults & Orders | Fey & Feywild Knowledge,Weapons & Armor Smithing | Architecture,Chondathan | Illuskan,Chondathan | Géant | Illuskan,559,293.4,universal_standard,1,Modest,Plackart,400.0,159,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Plackart,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),4.02,NO,None,,-2,1,0,2,4,168.0,60.6,0,3,4,4,-2,-5,2,-1,6,5,Méditation + Immunité sommeil + VN (N1),2026-05-28 13:35:34
CH-00260,Human,Damaran,The Cold Lands,Remote Trading Post,Groupe3_Coeur_Continental,Snow and Ice Shelter Building | Complex Terrain Navigation | Technical Rock Climbing | Extreme Cold Resistance | Mountain Endurance,Lockpicking and Trap Disarming,Laws & Customs of Nations | Fall of Myth Drannor | Guilds & Organizations | Ruins & Major Archaeological Sites,Perfumery & Cosmetics | Weaving & Spinning | Dyeing & Textile Coloring,Reghed | Géant,Damaran | Géant | Illuskan | Reghed,597,293.4,universal_standard,1,Modest,Compass | Lance,340.0,257,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Compass | Lance,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),4.28,NO,None,,2,0,2,-1,7,178.6,83.2,1,2,-4,-1,4,2,8,1,-1,-5,Aucun,2026-05-28 13:35:34
CH-00261,Dwarf,Shield Dwarf,Ironmaster,Mining Camp,Groupe3_Coeur_Continental,Marsh Movement | Underground Navigation | Total Darkness Navigation | Technical Rock Climbing | Mountain Endurance,City Secrets & Hidden Routes,Legendary Artifacts & Relics | Guilds & Organizations | Laws & Customs of Nations | Ruins & Major Archaeological Sites,Cartography,Nain,Nain | Thorass,859,293.4,universal_standard,1,Modest,Cutlass,720.0,139,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Cutlass,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),15.31,NO,None,,6,3,-1,-4,3,145.0,92.4,-3,2,-8,10,-2,10,1,3,5,-5,Vision dans le noir + Robustesse naine,2026-05-28 13:35:34
CH-00262,Human,Chondathan,Sword Coast,Major Port City,Groupe1_Cote_des_Epees,,City Secrets & Hidden Routes | Streetwise (Urban Underworld) | Streetwise (Urban Underworld) | Lockpicking and Trap Disarming | Poison Lore & Subtle Application,Fey & Feywild Knowledge | Weave Theory | Ruins & Major Archaeological Sites | Orc & Goblinoid Culture,Preservation & Salting | Navigation (Land & Sea) | Cooking (Fine Cuisine),Chondathan,Chondathan | Illuskan,1815,293.4,universal_standard,2,Comfortable,Close Helmet (Maximilian) | Composite Crossbow | Quiver,1440.0,375,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Close Helmet (Maximilian) | Composite Crossbow | Quiver,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),2.19,NO,None,,-5,0,2,2,4,172.7,57.5,0,1,2,7,0,6,1,8,7,4,Aucun,2026-05-28 13:35:34
CH-00263,Human,Nar,Damara,Isolated Farmstead,Groupe5_Nord_Sauvage,Mountain Endurance | Forest Stealth | Plains Tracking,,Dwarven Culture | Orc & Goblinoid Culture | History of the Realms | Court Etiquette & Protocol,Smithing & Metallurgy | Architecture,Thorass | Damaran,Chondathan | Damaran | Thorass,969,293.4,universal_standard,1,Modest,Ranseur,750.0,219,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Ranseur,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-11.02,YES,Arcanique,Magicien,-1,-4,-8,-5,9,175.4,83.2,1,-4,-8,-7,-4,8,0,0,-9,-11,Aucun,2026-05-28 13:35:34
CH-00264,Human,Chondathan,The Dalelands,Logging Camp,Groupe3_Coeur_Continental,Open Land Navigation | Plains Tracking | Advanced Tracking | Wild Plant Foraging,Disguise & Impersonation | Disguise & Impersonation,Major Cities & Regions | Geography of Faerûn | Dragon Lore | History of Imaskar,Beekeeping | Cartography | Animal Husbandry & Training,Sembian,Chondathan | Sembian,896,293.4,universal_standard,0,None,"Lancet, bleeding",2.0,894,"Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Lancet, bleeding",Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-9.31,YES,Théurgique,Magie Blanche,-6,-4,-1,-3,1,155.0,57.5,-2,-7,1,5,-2,-1,2,-2,-1,2,Aucun,2026-05-28 13:35:34
CH-00265,Human,Illuskan,Icewind Dale,Remote Trading Post,Groupe5_Nord_Sauvage,Battlefield Riding | Storm and Seasickness Mastery | Trapping and Snaring | Oceanic Navigation | Advanced Tracking | Deep-Sea Fishing,Smuggling Networks,Lost Kingdoms & Cities | Magical Schools & Traditions,Architecture | Cabinetmaking & Marquetry,None,Illuskan | Northlander | Reghed,494,293.4,universal_standard,0,None,"Lancet, bleeding",2.0,492,"Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Lancet, bleeding",Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),5.96,NO,None,,4,0,-1,0,11,180.0,92.4,1,-10,9,-7,0,-2,6,-12,-15,6,Aucun,2026-05-28 13:35:34
CH-00266,Human,Chondathan,Vilhon Reach,Major Port City,Groupe4_Vilhon_Est,Open Land Navigation,Black Market Operations | Urban Observation and Tailing | Disguise & Impersonation | Poison Lore & Subtle Application,Legendary Artifacts & Relics | Aberration Lore | Fey & Feywild Knowledge | Court Etiquette & Protocol,Preservation & Salting | Navigation (Land & Sea) | Weapons & Armor Smithing,Chondathan | Thorass,Chondathan,2758,293.4,universal_standard,2,Comfortable,Composite Crossbow | Rouncey | Buckler | Quiver,1460.0,1298,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Composite Crossbow | Buckler | Quiver,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Rouncey,-5.09,YES,Arcanique,Magicien,-1,-1,-5,0,3,185.2,78.9,2,-3,-2,-1,-4,-1,1,-2,-4,-3,Aucun,2026-05-28 13:35:34
CH-00267,Human,Turami,Turmish,Isolated Farmstead,Groupe2_Sud_Marchand,Littoral Foraging | Complex Terrain Navigation | Technical Rock Climbing | Mountain Endurance,Heraldry & Lineage Recognition,Major Cities & Regions | Trade Routes & Commerce | Dragon Lore,Cooking (Fine Cuisine) | Stoneworking,Chondathan,Chondathan,1472,293.4,universal_standard,1,Modest,Military Fork | Kettle hat,760.0,712,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Military Fork,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Kettle hat,3.66,NO,None,,3,2,-4,-1,11,173.7,87.7,0,0,-3,4,-4,-4,-3,0,0,-2,Aucun,2026-05-28 13:35:34
CH-00268,Human,Chondathan,Chondath,Large Town,Groupe4_Vilhon_Est,Coastal Survival | Advanced Tracking,Criminal Organizations & Syndicates | Streetwise (Urban Underworld),"Laws & Customs of Nations | Ancient Realms (Netheril, Imaskar...) | Guilds & Organizations | Divine Myths & Legends",Leatherworking & Tanning,Chondathan | Thorass,Chondathan | Thorass,2038,293.4,universal_standard,0,None,"Lancet, bleeding",2.0,2036,"Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Lancet, bleeding",Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-5.24,YES,Sauvage,Magie Bleue,-2,-1,-2,-1,1,162.0,67.4,-1,-1,0,2,-2,-4,0,2,0,0,Aucun,2026-05-28 13:35:34
CH-00269,Human,Calishite,Calimshan,Smuggler's Port,Groupe2_Sud_Marchand,Wild Plant Foraging | Open Land Navigation | Desert Thermal Endurance | Plains Tracking | Littoral Foraging,Black Market Operations | Sleight of Hand & Cheating,History of Imaskar | Trade Routes & Commerce | Dragon Lore,Carpentry & Woodworking | Embroidery & Fine Sewing | Herbalism & Potion Brewing,Tashalan,Infernal | Mulhorandi | Tashalan,3067,293.4,universal_standard,3,Wealthy,Shamshir | Chain barding | Buckler,2300.0,767,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Shamshir | Chain barding | Buckler,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),2.0,NO,None,,1,0,1,0,11,167.7,74.8,0,-3,3,3,0,-3,-5,-2,-2,4,Aucun,2026-05-28 13:35:34
CH-00270,Human,Tethyrian,Amn,Smuggler's Port,Groupe2_Sud_Marchand,Wild Plant Foraging | Advanced Tracking | Forest Stealth,,Religious Cults & Orders | Major Cities & Regions | Divine Myths & Legends | Trade Routes & Commerce,Ritual Object Crafting | Cooking (Fine Cuisine) | Glassworking,Chondathan,Chondathan | Cormyrian,1739,293.4,universal_standard,2,Comfortable,Palfrey | Voulge | Coat (leather) | Buckler,1288.0,451,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Voulge | Buckler,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Palfrey | Coat (leather),7.66,NO,None,,1,1,3,1,6,174.0,71.0,0,2,3,0,3,4,0,9,1,3,Aucun,2026-05-28 13:35:34
CH-00271,Human,Chondathan,Chondath,Forest Village,Groupe4_Vilhon_Est,Plains Tracking | Advanced Tracking | Open Land Navigation,Forgery of Documents & Seals | Urban Stealth & Shadowing,Local Folklore & Legends | Legendary Artifacts & Relics | Geography of Faerûn,Bone & Ivory Carving,Illuskan,Chondathan | Illuskan | Thorass,1299,293.4,universal_standard,1,Modest,Chain crinet | Tent 2-man leather,420.0,879,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Chain crinet,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Tent 2-man leather,3.04,NO,None,,1,-2,3,-1,13,191.8,87.7,2,-7,0,-5,5,-1,5,-5,-11,-2,Aucun,2026-05-28 13:35:34
CH-00272,Human,Damaran,Damara,Fortified City,Groupe5_Nord_Sauvage,Hermetic Medicine | Extreme Cold Resistance,City Secrets & Hidden Routes | Sleight of Hand & Cheating | Sleight of Hand & Cheating,"Festivals, Calendars & Traditions | Geography of Faerûn | Secret Organizations",Leatherworking & Tanning | Cooking (Fine Cuisine) | Exotic Herbalism,Damaran,Damaran | Nar,1117,293.4,universal_standard,1,Modest,"Palfrey | Lancet, bleeding",572.0,545,"Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Lancet, bleeding",Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Palfrey,20.91,NO,None,,7,3,0,1,7,184.8,97.4,2,5,-3,-3,2,-3,-3,9,-1,-4,Aucun,2026-05-28 13:35:34
CH-00273,Half-elf,Moon Half-elf,Sembia,Large Town,Groupe2_Sud_Marchand,Plains Tracking | Complex Terrain Navigation | Forest Stealth | Weather Reading,Urban Observation and Tailing | Sleight of Hand & Cheating | Disguise & Impersonation,Trade Routes & Commerce | Guilds & Organizations | Divine Myths & Legends,Jewelry & Goldsmithing | Masonry,Chondathan,Chondathan | Elven High Speech,3109,293.4,universal_standard,2,Comfortable,Fauld | Maul | Kettle hat | Courser | Buckler,1890.0,1219,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Fauld | Maul | Buckler,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Kettle hat | Courser,2.53,NO,None,,-6,-2,3,1,8,168.3,54.6,0,-2,4,5,1,-6,-3,4,3,5,Méditation + Immunité sommeil + VN (N1),2026-05-28 13:35:34
CH-00274,Human,Damaran,Damara,Fortified City,Groupe5_Nord_Sauvage,Complex Terrain Navigation | Mountain Endurance | Technical Rock Climbing,Streetwise (Urban Underworld) | Urban Stealth & Shadowing,Gnomish Culture | Nobility & Heraldry | Laws & Customs of Nations,Calligraphy & Illumination | Leatherworking & Tanning | Smithing & Metallurgy,Chondathan,Chondathan | Damaran,1440,293.4,universal_standard,1,Modest,Boots (normal leather) | Lance,325.0,1115,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Lance,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Boots (normal leather),-3.9,YES,Arcanique,Magicien,1,-1,-7,0,6,177.0,74.8,1,-1,4,-8,-5,0,-7,-1,-7,1,Aucun,2026-05-28 13:35:34
CH-00275,Human,Chondathan,Vilhon Reach,Major Port City,Groupe4_Vilhon_Est,,Streetwise (Urban Underworld) | Poison Lore & Subtle Application | High Society Manipulation,Geography of Faerûn | Astronomy & Star Navigation | Court Etiquette & Protocol | Major Cities & Regions,Accounting & Estate Management,Chondathan,Chessentan | Chondathan,2452,293.4,universal_standard,1,Modest,Longbow | Quiver,340.0,2112,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Longbow | Quiver,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-9.7,YES,Arcanique,Magicien,-7,-4,-1,-3,1,149.7,51.8,-3,-4,2,4,-2,-2,0,-1,2,3,Aucun,2026-05-28 13:35:34
CH-00276,Human,Chondathan,Chondath,Forest Village,Groupe4_Vilhon_Est,Plains Tracking | River Crossing | Dark Water Swimming | Advanced Tracking,,"Laws & Customs of Nations | Gnomish Culture | Fall of Myth Drannor | Festivals, Calendars & Traditions",Candle & Soap Making,Chondathan | Thorass,Chondathan,980,293.4,universal_standard,1,Modest,Burgonet (Maximilian),825.0,155,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Burgonet (Maximilian),Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),1.29,NO,None,,-6,-3,4,0,8,175.8,60.6,1,-5,-1,7,2,-5,3,5,1,1,Aucun,2026-05-28 13:35:34
CH-00277,Human,Mulan,Mulhorand,Major Trade City,Groupe8_Mulhorand,,Fences and Buyers Network | Poison Lore & Subtle Application | Urban Stealth & Shadowing | Lockpicking and Trap Disarming | Black Market Operations,Lost Kingdoms & Cities | Cultural Interactions | Trade Routes & Commerce | Local Folklore & Legends,Dyeing & Textile Coloring,Mulhorandi | Thorass,Mulhorandi | Untheric,2433,293.4,universal_standard,0,None,"Lancet, bleeding",2.0,2431,"Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Lancet, bleeding",Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),16.93,NO,None,,1,1,6,2,8,167.8,71.0,0,1,6,-1,6,0,-9,2,0,5,Aucun,2026-05-28 13:35:34
CH-00278,Human,Mulan,Unther,Elven Enclave,Groupe12_Old_Empires,Complex Terrain Navigation,Forgery of Documents & Seals | Streetwise (Urban Underworld) | City Secrets & Hidden Routes,Major Religions & Deities | Political Currents & Rivalries | Guilds & Organizations | Fall of Myth Drannor,Smithing & Metallurgy,Mulhorandi | Untheric,Infernal | Mulhorandi | Untheric,1187,293.4,universal_standard,1,Modest,Main-gauche,480.0,707,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Main-gauche,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),5.96,NO,None,,0,-1,4,0,7,174.1,67.4,0,1,6,-8,6,-4,7,1,-4,3,Aucun,2026-05-28 13:35:34
CH-00279,Dwarf,Shield Dwarf,Citadel Adbar,Dwarven Fortress,Groupe6_Bloc_Nain,Mountain Endurance | Underground Navigation,Urban Observation and Tailing | Heraldry & Lineage Recognition | Noble Houses & Court Intrigue | Lockpicking and Trap Disarming,History of the Realms | Secret Organizations | Fall of Myth Drannor | Major Religions & Deities,Brewing & Distilling | Locksmithing & Mechanisms | Engraving on Metal & Gems,Thorass | Nain,Nain | Thorass,1054,293.4,universal_standard,1,Modest,Pike,600.0,454,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Pike,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),5.02,NO,None,,1,0,3,-4,4,135.3,67.4,-5,-1,4,4,1,1,4,-6,2,5,Vision dans le noir + Robustesse naine,2026-05-28 13:35:34
CH-00280,Human,Tethyrian,Baldur's Gate,Major Port City,Groupe1_Cote_des_Epees,Advanced Tracking,Guild Knowledge & Politics | Urban Stealth & Shadowing | Smuggling Networks | Information Brokerage | Noble Houses & Court Intrigue | Streetwise (Urban Underworld),Geography of Faerûn | Major Religions & Deities | Trade Routes & Commerce | Spellplague & Its Aftermath,Embroidery & Fine Sewing,Chondathan | Thorass,Chondathan | Elfique | Tethyrian,4780,293.4,universal_standard,1,Modest,"War Hammer (Renaissance) | War Hammer | Lancet, bleeding",922.0,3858,"Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Lancet, bleeding",Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | War Hammer (Renaissance) | War Hammer,-3.51,YES,Théurgique,Magie Blanche,1,-1,-6,0,3,188.5,78.9,2,2,-3,-6,-3,4,1,-1,-3,-5,Aucun,2026-05-28 13:35:34
CH-00281,Human,Chondathan,The Dalelands,Rural Village,Groupe3_Coeur_Continental,Wild Plant Foraging | Complex Terrain Navigation | Forest Stealth | Open Land Navigation,Fences and Buyers Network,Court Etiquette & Protocol | Major Religions & Deities,Shipbuilding,Chondathan,Chondathan | Druidic | Sembian,1051,293.4,universal_standard,1,Modest,Tassets | Tent 4-man leather,625.0,426,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Tassets,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Tent 4-man leather,11.52,NO,None,,5,1,1,0,10,188.3,92.4,2,1,2,-10,4,-6,4,-5,-8,-2,Aucun,2026-05-28 13:35:34
