ID,Race,Ethnicity,Origin_Region,Settlement_Type,Equipment_Group,Outdoor_Skills,Urban_Skills,Knowledge,Craft,Literacy,Spoken_Languages,Starting_Capital,Starting_Equipment_Cost_BP,Starting_Equipment_Kit_Type,Starting_Armor_Set,Starting_Armor_Cost_BP,Starting_Capital_After_Armor_BP,Post_Kit_Tier,Post_Kit_Tier_Name,Post_Kit_Purchases,Post_Kit_Total_Spent_BP,Final_Pocket_Money_BP,Armes_et_Armures,Autre_Equipement,Combat_Points,Magic,Magic_Type,Magic_Subtype,Grappling,Melee,Projectiles,Fencing,Skill_Modifier,Height_cm,Weight_kg,Size_Score,Balance,Quickness,Coordination,Precision,Endurance,Vigilance,Beauty,Stealth,Speed,Special,Generation_Date
CH-00025,Half-orc,Half-Orc,Spine of the World,Farming Hamlet,Groupe3_Coeur_Continental,Hermetic Medicine | Wetland Tracking | Mountain Endurance,Poison Lore & Subtle Application,Spellplague & Its Aftermath | Legendary Artifacts & Relics | Major Cities & Regions | Laws & Customs of Nations,Leatherworking & Tanning,Illuskan | Orc,Illuskan | Orc,24,293.4,universal_standard,Aucune,0,0,0,,,0,1,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-7.5,YES,Arcanique,Magicien,1,-5,-6,-7,15,176.7,97.4,1,-8,-9,-12,0,-2,-6,-9,-17,-13,Force brutale + Vision dans le noir N1,2026-05-31 23:48:00
CH-00026,Human,Calishite,Amn,Small Town,Groupe2_Sud_Marchand,Open Land Navigation | Desert Water Mastery | Advanced Tracking | Desert Thermal Endurance,Urban Stealth & Shadowing | Noble Houses & Court Intrigue | Urban Observation and Tailing | Poison Lore & Subtle Application,Laws & Customs of Nations | History of Imaskar | Local Folklore & Legends | Ruins & Major Archaeological Sites,Candle & Soap Making | Navigation (Land & Sea) | Embroidery & Fine Sewing,Illuskan | Thorass,Illuskan | Lantanna | Mulhorandi,112,293.4,universal_standard,Aucune,0,0,0,,,0,5,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),6.34,NO,None,,-2,0,4,1,10,174.1,67.4,0,-4,5,5,2,-3,-7,4,0,6,Aucun,2026-05-31 23:48:00
CH-00027,Human,Illuskan,Luskan,Large Town,Groupe1_Cote_des_Epees,Storm and Seasickness Mastery | Oceanic Navigation | Deep-Sea Fishing,Criminal Organizations & Syndicates | Sleight of Hand & Cheating | Disguise & Impersonation,Elven Culture | History of the Realms | Court Etiquette & Protocol,Accounting & Estate Management,Sossrim,Illuskan | Reghed | Sossrim,55,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),1.66,NO,None,,-1,-1,3,-1,13,188.4,87.7,2,-8,-4,5,3,5,-2,4,-6,-3,Aucun,2026-05-31 23:48:00
CH-00028,Human,Calishite,Calimshan,Major Trade City,Groupe2_Sud_Marchand,,Disguise & Impersonation | Fences and Buyers Network | Disguise & Impersonation,Court Etiquette & Protocol | Magical Schools & Traditions | Laws & Customs of Nations | Trade Routes & Commerce,Leatherworking & Tanning,Tashalan | Calishite,Calishite | Chondathan | Tashalan,210,293.4,universal_standard,Aucune,0,0,0,,,0,240,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),19.46,NO,None,,2,3,5,2,-2,161.9,71.0,-1,4,2,7,3,6,3,-1,7,4,Aucun,2026-05-31 23:48:00
CH-00029,Human,Chondathan,Chondath,Large Town,Groupe4_Vilhon_Est,Advanced Tracking | Dark Water Swimming,Black Market Operations | Disguise & Impersonation | Streetwise (Urban Underworld),Trade Routes & Commerce | Political Currents & Rivalries | Elven Culture,Cooking (Fine Cuisine),Chondathan,Chondathan | Cormyrian | Illuskan,75,293.4,universal_standard,Aucune,0,0,0,,,0,5,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-0.62,NO,None,,0,0,-2,1,11,183.5,74.8,2,0,1,-2,-1,-1,0,-2,-2,0,Aucun,2026-05-31 23:48:00
CH-00030,Elf,Wood Elf,Cormanthor,Remote Monastery,Groupe3_Coeur_Continental,Advanced Tracking | Complex Terrain Navigation | Shelter Construction | Forest Stealth | Wild Plant Foraging | Primitive Fire Mastery,Lockpicking and Trap Disarming,"History of Magic | Elven Culture | Cultural Interactions | Festivals, Calendars & Traditions",Bookbinding,Elven High Speech,Elfique | Elven High Speech,30,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),18.8,NO,None,,1,2,5,2,-3,166.3,71.0,0,2,4,5,3,4,10,6,4,5,Transe + Immunité sommeil + VN (N2),2026-05-31 23:48:00
CH-00031,Halfling,Lightfoot Halfling,The Dalelands,Forest Village,Groupe3_Coeur_Continental,Wild Plant Foraging | Forest Stealth | Advanced Tracking | Plains Tracking,,"Ancient Realms (Netheril, Imaskar...) | Trade Routes & Commerce | Major Religions & Deities",Masonry | Accounting & Estate Management | Navigation (Land & Sea),Druidic,Chondathan | Druidic,51,293.4,universal_standard,Aucune,0,0,0,,,0,10,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),9.98,NO,None,,-16,-5,9,-4,-5,113.9,26.1,-8,8,2,8,6,6,3,14,20,4,Furtivité,2026-05-31 23:48:00
CH-00032,Human,Tethyrian,Western Heartlands,Remote Trading Post,Groupe3_Coeur_Continental,Forest Stealth | Advanced Tracking | Dark Water Swimming | Game Butchering and Preservation,Disguise & Impersonation,History of Magic | Religious Cults & Orders | Major Religions & Deities | Magical Schools & Traditions,Leatherworking & Tanning | Sail & Rope Making | Accounting & Estate Management,Elfique | Tethyrian,Chondathan | Elfique | Tethyrian,52,293.4,universal_standard,Aucune,0,0,0,,,0,20,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),34.83,NO,None,,9,5,1,2,0,173.5,97.4,0,6,3,0,1,1,-2,0,1,3,Aucun,2026-05-31 23:48:00
CH-00033,Dwarf,Gold Dwarf,Great Rift,Mountain Village,Groupe6_Bloc_Nain,Advanced Tracking | Complex Terrain Navigation | Underground Navigation | Technical Rock Climbing | Wild Plant Foraging | Mountain Endurance,,Guilds & Organizations | Spellplague & Its Aftermath | Secret Organizations | Major Cities & Regions,Candle & Soap Making,Infernal | Nain,Infernal | Nain | Undercommon,45,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-4.73,YES,Théurgique,Magie Blanche,-1,0,-4,-5,-6,116.4,51.8,-8,7,0,7,-6,3,-2,0,12,2,Vision dans le noir + Robustesse naine,2026-05-31 23:48:00
CH-00034,Human,Gur,Dambrath,Fishing Village,Groupe3_Coeur_Continental,Wild Plant Foraging | Savanna Plant Knowledge | Advanced Tracking | Primitive Fire Mastery | Marsh Disease Resistance | Marsh Movement,Disguise & Impersonation | Urban Stealth & Shadowing,"Festivals, Calendars & Traditions | Geography of Faerûn | Major Religions & Deities | History of Magic",Carpentry & Woodworking,Dambrathan | Rashemi,Chultan | Damaran | Dambrathan | Rashemi,32,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),1.0,NO,None,,1,1,-1,0,10,174.0,71.0,0,5,-1,-2,0,2,-3,11,2,-2,Aucun,2026-05-31 23:48:00
CH-00035,Human,Tethyrian,The Dalelands,Forest Village,Groupe3_Coeur_Continental,Advanced Tracking | Forest Stealth | Wild Plant Foraging | Complex Terrain Navigation,Guild Knowledge & Politics | Disguise & Impersonation,Legendary Artifacts & Relics | Weave Theory | Trade Routes & Commerce,Animal Husbandry & Training | Smithing & Metallurgy | Architecture,Chondathan,Chondathan | Druidic,56,293.4,universal_standard,Aucune,0,0,0,,,0,10,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),11.96,NO,None,,0,2,3,3,1,159.2,60.6,-1,4,8,3,1,3,-1,5,6,9,Aucun,2026-05-31 23:48:00
CH-00036,Human,Imaskari,Mulhorand,Large Town,Groupe8_Mulhorand,Desert Thermal Endurance | Open Land Navigation,Sleight of Hand & Cheating | Urban Stealth & Shadowing | Black Market Operations,Laws & Customs of Nations | Trade Routes & Commerce,Smithing & Metallurgy | Cooking (Fine Cuisine) | Masonry,None,Mulhorandi | Untheric,77,293.4,universal_standard,Aucune,0,0,0,,,0,5,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),15.18,NO,None,,5,3,0,1,6,180.0,92.4,1,0,2,0,0,7,0,4,-3,2,Aucun,2026-05-31 23:48:00
CH-00037,Human,Tethyrian,Amn,Major Trade City,Groupe2_Sud_Marchand,,Streetwise (Urban Underworld) | Smuggling Networks | Lockpicking and Trap Disarming | Disguise & Impersonation | Sleight of Hand & Cheating,"Gnomish Culture | Aberration Lore | Festivals, Calendars & Traditions",Accounting & Estate Management,Chessentan,Chessentan | Chondathan | Thorass,154,293.4,universal_standard,Aucune,0,0,0,,,0,5,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-9.69,YES,Arcanique,Magicien,-2,-3,-8,-2,8,175.6,71.0,1,-1,-3,-6,-5,-3,-6,-8,-5,-5,Aucun,2026-05-31 23:48:00
CH-00038,Human,Tethyrian,Tethyr,Small Town,Groupe2_Sud_Marchand,Plains Tracking | Open Land Navigation,Temple Politics & Religious Intrigue | Forgery of Documents & Seals | Urban Stealth & Shadowing | Criminal Organizations & Syndicates,Major Cities & Regions | Guilds & Organizations | Divine Myths & Legends | Trade Routes & Commerce,Perfumery & Cosmetics | Bookbinding | Sail & Rope Making,Lantanna | Thorass,Chondathan | Lantanna,95,293.4,universal_standard,Aucune,0,0,0,,,0,5,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-7.91,YES,Arcanique,Magicien,-1,-2,-8,-1,4,178.8,71.0,1,0,0,-8,-5,4,1,-10,-5,-3,Aucun,2026-05-31 23:48:00
CH-00039,Human,Tethyrian,Baldur's Gate,Major Port City,Groupe1_Cote_des_Epees,Coastal Survival | Littoral Foraging,Urban Stealth & Shadowing | Urban Stealth & Shadowing | Guild Knowledge & Politics | Information Brokerage | Criminal Organizations & Syndicates | Temple Politics & Religious Intrigue,History of Netheril | Cultural Interactions | Laws & Customs of Nations | Halfling Culture,Accounting & Estate Management,Elven High Speech | Tethyrian,Chondathan | Cormyrian | Elven High Speech | Tethyrian,229,293.4,universal_standard,Aucune,0,0,0,,,0,110,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-5.24,YES,Sauvage,Magie Verte,-2,-2,-1,-1,-1,171.0,63.9,0,5,-3,-5,2,-2,7,6,2,-5,Aucun,2026-05-31 23:48:00
CH-00040,Gnome,Rock Gnome,Waterdeep,Small Town,Groupe1_Cote_des_Epees,Oceanic Navigation,Criminal Organizations & Syndicates | Guild Knowledge & Politics | Sleight of Hand & Cheating,Divine Myths & Legends | Major Cities & Regions | Gnomish Culture,Smithing & Metallurgy | Viticulture & Winemaking | Leatherworking & Tanning,Chondathan,Chondathan | Elfique | Gnomish,153,293.4,universal_standard,Aucune,0,0,0,,,0,15,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-9.88,YES,Arcanique,Magicien,-11,-6,1,-6,-1,127.6,37.7,-6,1,3,-2,2,-8,3,0,5,2,Vision nocturne N1,2026-05-31 23:48:00
CH-00041,Human,Damaran,Moonsea,Military Outpost,Groupe4_Vilhon_Est,Technical Rock Climbing | Mountain Endurance | Primitive Fire Mastery | Advanced Tracking | Complex Terrain Navigation,Streetwise (Urban Underworld) | Streetwise (Urban Underworld),Geography of Faerûn | Nobility & Heraldry | Divine Myths & Legends | Local Folklore & Legends,Masonry,Sembian | Illuskan,Damaran | Illuskan | Sembian,49,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-7.41,YES,Sauvage,Magie Rouge,0,-3,-5,-3,7,173.8,78.9,0,-5,-1,-6,-2,2,0,-7,-9,-3,Aucun,2026-05-31 23:48:00
CH-00042,Human,Shaaran,The Shaar,Mining Camp,Groupe3_Coeur_Continental,Wild Plant Foraging | Plains Tracking | Open Land Navigation,Urban Stealth & Shadowing,"Cosmology (Weave, Shadow Weave) | Guilds & Organizations | History of the Realms | Major Religions & Deities",Navigation (Land & Sea),Shaaran,Shaaran,48,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),2.64,NO,None,,0,1,-1,2,6,166.4,67.4,0,-4,10,2,-3,-7,5,0,-2,10,Aucun,2026-05-31 23:48:00
CH-00043,Half-elf,Wood Half-elf,High Forest,Forest Village,Groupe3_Coeur_Continental,Wild Plant Foraging | Complex Terrain Navigation | Hermetic Medicine,,Local Folklore & Legends | Astronomy & Star Navigation,Ceramics & Pottery,None,Elfique | Géant,40,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),8.43,NO,None,,3,2,-6,2,6,177.0,74.8,1,7,2,-5,-4,1,2,1,2,0,Méditation + Immunité sommeil + VN (N1),2026-05-31 23:48:00
CH-00044,Human,Tethyrian,Amn,Large Town,Groupe2_Sud_Marchand,Forest Stealth | Wild Plant Foraging | Desert Water Mastery,Streetwise (Urban Underworld) | Urban Observation and Tailing | Guild Knowledge & Politics,"Guilds & Organizations | Cosmology (Weave, Shadow Weave) | Court Etiquette & Protocol",Leatherworking & Tanning | Masonry,Illuskan,Chondathan | Illuskan | Sembian | Tethyrian,112,293.4,universal_standard,Aucune,0,0,0,,,0,5,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-3.78,YES,Théurgique,Magie Blanche,-4,-2,2,-3,-2,153.7,57.5,-2,4,-5,0,3,3,2,1,5,-5,Aucun,2026-05-31 23:48:00
CH-00045,Human,Turami,Turmish,Logging Camp,Groupe2_Sud_Marchand,Advanced Tracking | Complex Terrain Navigation | Mountain Endurance | Coastal Survival | Littoral Foraging | Dark Water Swimming,Sleight of Hand & Cheating | Urban Observation and Tailing,"Political Currents & Rivalries | Fall of Myth Drannor | Ancient Realms (Netheril, Imaskar...) | Cosmology (Weave, Shadow Weave)",Smithing & Metallurgy,Thorass,Lantanna | Thorass | Turami,66,293.4,universal_standard,Aucune,0,0,0,,,0,20,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-6.8,YES,Théurgique,Magie Blanche,1,-2,-5,-5,7,156.1,78.9,-2,-3,-2,-6,-2,-1,-4,0,-7,-4,Aucun,2026-05-31 23:48:00
CH-00046,Half-elf,Sun Half-elf,Evermeet,Forest Village,Groupe13_Evermeet,Coastal Survival | Oceanic Navigation | Mountain Endurance | Complex Terrain Navigation | Dark Water Swimming,,Secret Organizations | Dwarven Culture | Legendary Artifacts & Relics | Spellplague & Its Aftermath,Alchemy (Theory & Practice) | Masonry,Chondathan,Chondathan | Elfique,90,293.4,universal_standard,Aucune,0,0,0,,,0,15,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-2.24,YES,Théurgique,Magie Verte,-2,-2,0,-1,-3,167.8,71.0,0,-7,1,5,-1,4,8,0,-3,2,Méditation + Immunité sommeil + VN (N1),2026-05-31 23:48:00
CH-00047,Human,Illuskan,Spine of the World,Mountain Village,Groupe3_Coeur_Continental,Wetland Tracking | Wild Animal Handling | Deep-Sea Fishing | Storm and Seasickness Mastery,,Astronomy & Star Navigation | Political Currents & Rivalries | Trade Routes & Commerce,Jewelry & Goldsmithing | Cartography | Shipbuilding,Illuskan,Illuskan,28,293.4,universal_standard,Aucune,0,0,0,,,0,5,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),4.34,NO,None,,-2,-1,4,0,9,177.2,71.0,1,-3,0,0,4,0,3,0,-3,0,Aucun,2026-05-31 23:48:00
CH-00048,Dwarf,Gold Dwarf,Great Rift,Isolated Hamlet,Groupe6_Bloc_Nain,Mountain Endurance | Technical Rock Climbing | Underground Navigation | Advanced Tracking,,Major Religions & Deities | History of the Realms | Trade Routes & Commerce | Local Folklore & Legends,Navigation (Land & Sea) | Bone & Ivory Carving,Nain,Infernal | Nain,31,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-4.17,YES,Arcanique,Magicien,1,-3,0,-10,0,117.2,67.4,-8,-2,-2,-2,2,6,4,3,-3,-3,Vision dans le noir + Robustesse naine,2026-05-31 23:48:00
CH-00049,Human,Damaran,Damara,Military Outpost,Groupe5_Nord_Sauvage,Mountain Endurance | Extreme Cold Resistance | Hermetic Medicine,Temple Politics & Religious Intrigue,Astronomy & Star Navigation | Court Etiquette & Protocol | History of the Realms | Political Currents & Rivalries,Stone & Wood Carving | Accounting & Estate Management,Nar | Thorass,Chondathan | Nar,42,293.4,universal_standard,Aucune,0,0,0,,,0,0,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),1.0,NO,None,,1,0,0,0,11,173.9,74.8,0,-2,5,-5,1,0,-1,-1,-6,3,Aucun,2026-05-31 23:48:00
