ID,Race,Ethnicity,Origin_Region,Settlement_Type,Equipment_Group,Outdoor_Skills,Urban_Skills,Knowledge,Craft,Literacy,Spoken_Languages,Starting_Capital,Starting_Equipment_Cost_BP,Starting_Equipment_Kit_Type,Final_Pocket_Money_BP,Armes_et_Bouclier,Armure,Monture_et_Reste,Equipment_Source,Prebuilt_Kit_Tier,Prebuilt_Kit_Cost_Sp,Combat_Points,Magic,Magic_Type,Magic_Subtype,Grappling,Melee,Projectiles,Fencing,Skill_Modifier,Height_cm,Weight_kg,Size_Score,Balance,Quickness,Coordination,Precision,Endurance,Vigilance,Beauty,Stealth,Speed,Special,Generation_Date
CH-00035,Human,Calishite,Amn,Small Town,Groupe2_Sud_Marchand,Advanced Tracking | Open Land Navigation,Heraldry & Lineage Recognition | Noble Houses & Court Intrigue | Criminal Organizations & Syndicates | Streetwise (Urban Underworld),"History of Imaskar | Ruins & Major Archaeological Sites | Cosmology (Weave, Shadow Weave) | Local Folklore & Legends",Smithing & Metallurgy | Carpentry & Woodworking,Halruaan | Thorass,Halruaan | Mulhorandi | Sembian,808,293.4,universal_standard,424,"Morning Star, Arming Sword, Javelin (x3), Francisca","Barbute (Italian), Mail coif, Mail Coat (long with sleeves), Reinforced Gambeson (long), Gorget (reinforced), Couter (pair), Gauntlets (articulated reinforced), Plackart, Cuisses (normal), Mail Demi-chausses, Poleyns + Knee guards, Schynbalds / Demi-greaves, Sabatons (normal)",Aucun,PrebuiltTieredKit,701-1100sp,806,-2.22,YES,Théurgique,Magie Blanche,-2,-2,2,-2,-2,160.6,63.9,-1,3,-3,-2,4,9,2,1,2,-4,Aucun,2026-06-04 17:13:13
CH-00036,Human,Tethyrian,Baldur's Gate,Major Port City,Groupe1_Cote_des_Epees,Oceanic Navigation,Disguise & Impersonation | City Secrets & Hidden Routes | Disguise & Impersonation | Streetwise (Urban Underworld) | Urban Stealth & Shadowing | City Secrets & Hidden Routes,Fey & Feywild Knowledge | History of Magic | Major Cities & Regions | Political Currents & Rivalries,Architecture,Elven High Speech | Thorass,Chondathan | Elven High Speech | Tethyrian,1554,293.4,universal_standard,777,"Estoc (2h), Hand Axe, Sling, Rotella (Size 6), Main-gauche, Baselard","Great Helm, Aventail, Mail Hauberk (complete), Reinforced Gambeson, Gorget (reinforced), Couter (pair), Gauntlets (articulated reinforced), Plackart, Cuisses (reinforced Maximilian), Mail Demi-chausses, Poleyns + Knee guards, Greaves (reinforced), Sabatons (normal)","Courser, War Saddle, Plate chanfron, Plate crinet + Sling bullets (72)",PrebuiltTieredKit,1501-1800sp,1562,-6.25,YES,Arcanique,Magicien,-5,-3,0,-1,5,180.4,71.0,1,-10,0,5,-1,4,-7,9,-5,1,Aucun,2026-06-04 17:13:13
CH-00037,Human,Tethyrian,Tethyr,Isolated Farmstead,Groupe2_Sud_Marchand,Wild Plant Foraging | Open Land Navigation | Weather Reading | Desert Water Mastery | Plains Tracking,,Ruins & Major Archaeological Sites | Laws & Customs of Nations | Major Religions & Deities | Spellplague & Its Aftermath,Weaving & Spinning | Smithing & Metallurgy | Accounting & Estate Management,Chondathan,Chondathan | Lantanna,507,293.4,universal_standard,254,"War Hammer, Arming Sword","Leather Helmet, Aventail, Simple Breastplate, Arming Doublet, Mail voiders (pair), Gauntlets (normal), Garde-reins, Fauld, Cuisses (normal), Mail Demi-chausses, Poleyns + Knee guards, Greaves (normal), Sabatons (normal)",Aucun,PrebuiltTieredKit,401-700sp,508,-3.26,YES,Arcanique,Magicien,1,0,-4,-2,4,176.9,87.7,1,-3,-6,3,-3,-1,-3,-5,-3,-5,Aucun,2026-06-04 17:13:13
CH-00038,Human,Tethyrian,The Dalelands,Rural Village,Groupe3_Coeur_Continental,Advanced Tracking | Wild Plant Foraging | Complex Terrain Navigation | Plains Tracking | Forest Stealth,Black Market Operations | Poison Lore & Subtle Application,Weave Theory | Court Etiquette & Protocol | Fall of Myth Drannor | Astronomy & Star Navigation,Calligraphy & Illumination | Alchemy (Theory & Practice) | Leatherworking & Tanning,Sembian,Illuskan | Sembian | Tethyrian,394,293.4,universal_standard,197,"Main-gauche, Arming Sword, Small Rotella (Size 5)","Burgonet, Mail Shirt (sleeveless), Pourpoint (light civil), Plackart, Cuisses (normal), Schynbalds / Demi-greaves",Aucun,PrebuiltTieredKit,201-400sp,394,-2.14,YES,Théurgique,Magie Verte,2,-1,-2,-3,3,170.7,83.2,0,0,-6,-3,1,-2,2,-6,-4,-7,Aucun,2026-06-04 17:13:13
CH-00039,Dwarf,Shield Dwarf,Mithral Hall,Dwarven Fortress,Groupe6_Bloc_Nain,,Urban Stealth & Shadowing | Sleight of Hand & Cheating | Streetwise (Urban Underworld) | Streetwise (Urban Underworld) | Disguise & Impersonation,Political Currents & Rivalries | Cultural Interactions | Astronomy & Star Navigation | Orc & Goblinoid Culture,Masonry,Illuskan | Nain,Chondathan | Illuskan | Nain,313,293.4,universal_standard,166,"Spear, Hand Axe, Javelin (x3)","Kettle Hat, Mail Shirt (sleeveless), Reinforced Gambeson, Gorget (reinforced), Couter (pair), Gauntlets (normal), Plackart, Cuisses (normal), Schynbalds / Demi-greaves",Aucun,PrebuiltTieredKit,201-400sp,312,10.51,NO,None,,-2,0,6,-3,4,125.0,54.6,-6,2,3,8,3,1,-7,0,8,5,Vision dans le noir + Robustesse naine,2026-06-04 17:13:13
CH-00040,Human,Chondathan,Sembia,Smuggler's Port,Groupe2_Sud_Marchand,Advanced Tracking | Plains Tracking | Open Land Navigation | Battlefield Riding | Wild Plant Foraging | Weather Reading,Noble Houses & Court Intrigue,"Legendary Artifacts & Relics | Astronomy & Star Navigation | History of the Realms | Cosmology (Weave, Shadow Weave)",Smithing & Metallurgy | Beekeeping,Chondathan,Chessentan | Chondathan | Turmish,966,293.4,universal_standard,573,"Longsword, Arming Sword, War Dart (x3), Heater Shield (Size 8), Main-gauche, Francisca","Great Helm, Mail coif, Simple Breastplate, Jack of Plates, Pourpoint (light civil), Gorget (normal), Vambraces + Couter, Gauntlets (normal), Plackart, Fauld, Tassets (short pair), Mail Demi-chausses, Poleyns + Knee guards, Greaves (reinforced), Sabatons (normal)",Aucun,PrebuiltTieredKit,701-1100sp,957,6.14,NO,None,,2,1,-3,3,8,185.2,78.9,2,1,4,-2,-3,3,-1,4,-2,3,Aucun,2026-06-04 17:13:13
CH-00041,Human,Chondathan,Vilhon Reach,Fishing Village,Groupe4_Vilhon_Est,Oceanic Navigation | Island Navigation | Plains Tracking | Advanced Tracking,Criminal Organizations & Syndicates | Streetwise (Urban Underworld),Religious Cults & Orders | Weave Theory | Trade Routes & Commerce | Major Religions & Deities,Cabinetmaking & Marquetry | Stone & Wood Carving | Bookbinding,Thorass,Chondathan | Illuskan | Thorass,429,293.4,universal_standard,215,"Club, Buckler (Size 3)","Nasal Helmet, Pourpoint (light civil)","Courser, Riding Saddle, Plate chanfron, Plate crinet",PrebuiltTieredKit,401-700sp,430,-7.29,YES,Théurgique,Magie Blanche,-6,-2,-3,0,-1,172.7,57.5,0,-3,3,3,-4,3,2,-1,1,4,Aucun,2026-06-04 17:13:13
CH-00042,Elf,Sun Elf,Evermeet,Elven Enclave,Groupe13_Evermeet,Oceanic Navigation,Fences and Buyers Network | Urban Stealth & Shadowing | Guild Knowledge & Politics | Urban Stealth & Shadowing | Guild Knowledge & Politics | City Secrets & Hidden Routes,Fey & Feywild Knowledge | Magical Schools & Traditions | Dragon Lore | Gnomish Culture,Accounting & Estate Management | Masonry,Sylvestre | Elven High Speech,Elfique | Elven High Speech | Sylvestre,604,293.4,universal_standard,312,Messer,"Armet (Italian articulated), Mail Haubergeon (mid-length), Gambeson (long / fended), Gauntlets (articulated reinforced), Plackart, Cuisses (reinforced Maximilian), Poleyns + Knee guards, Schynbalds / Demi-greaves",Ranseur,PrebuiltTieredKit,401-700sp,603,-6.39,YES,Théurgique,Magie Blanche,-10,-6,2,-6,2,148.4,49.1,-3,-4,-7,5,2,1,-1,3,3,-6,Transe + Immunité sommeil + VN (N2),2026-06-04 17:13:13
CH-00043,Human,Mulan,Mulhorand,Large Town,Groupe8_Mulhorand,Wild Plant Foraging | Weather Reading | Desert Thermal Endurance,Heraldry & Lineage Recognition | Urban Observation and Tailing,Aberration Lore | Elven Culture | Weave Theory,Calligraphy & Illumination | Alchemy (Theory & Practice) | Bone & Ivory Carving,Thayan,Mulhorandi | Thayan,497,293.4,universal_standard,258,"Cutlass, Arming Sword, Sling, Buckler (Size 3)","Leather Helmet, Mail Haubergeon (mid-length), Pourpoint (light civil), Bevor, Couter (pair), Plackart, Mail Chausses, Greaves (normal), Sabatons (normal)",Sling bullets (24),PrebuiltTieredKit,401-700sp,496,7.88,NO,None,,5,1,-4,0,13,196.7,108.2,3,-4,-4,-2,-2,-5,2,-6,-9,-5,Aucun,2026-06-04 17:13:13
CH-00044,Human,Chondathan,Vilhon Reach,Major Port City,Groupe4_Vilhon_Est,,Guild Knowledge & Politics | Disguise & Impersonation | Urban Observation and Tailing | Criminal Organizations & Syndicates | High Society Manipulation,"Local Folklore & Legends | Astronomy & Star Navigation | Cosmology (Weave, Shadow Weave) | Nobility & Heraldry",Calligraphy & Illumination,Chondathan,Chondathan | Thorass,888,293.4,universal_standard,474,"Lance, Messer","Nasal Helmet, Mail coif, Brigandine (standard troop), Pourpoint (light civil), Gorget (normal), Couter (pair), Gauntlets (articulated reinforced), Tassets (short pair), Poleyns + Knee guards","Destrier (quality), Riding Saddle, Leather barding",PrebuiltTieredKit,701-1100sp,885,8.36,NO,None,,-3,0,5,1,6,178.9,67.4,1,-3,2,5,3,9,-4,5,1,3,Aucun,2026-06-04 17:13:13
CH-00045,Human,Damaran,Vaasa,Small Town,Groupe5_Nord_Sauvage,Mountain Endurance | Complex Terrain Navigation,Poison Lore & Subtle Application | Urban Stealth & Shadowing | Temple Politics & Religious Intrigue,Magical Schools & Traditions | History of the Realms | Lost Kingdoms & Cities,Candle & Soap Making,Chondathan,Chondathan,276,293.4,universal_standard,158,Lance,"Cervelière, Schynbalds / Demi-greaves","Palfrey, Riding Saddle, Plate chanfron + Knife",PrebuiltTieredKit,201-400sp,274,-2.16,YES,Théurgique,Magie Blanche,1,-1,0,-3,7,161.8,74.8,-1,-2,0,-3,1,4,-12,-8,-4,-1,Aucun,2026-06-04 17:13:13
CH-00046,Dwarf,Shield Dwarf,Ironmaster,Isolated Hamlet,Groupe3_Coeur_Continental,Technical Rock Climbing | Underground Navigation | Subterranean Hazard Resistance | Primitive Fire Mastery,Forgery of Documents & Seals | Criminal Organizations & Syndicates,Geography of Faerûn | Ruins & Major Archaeological Sites,Sail & Rope Making | Dyeing & Textile Coloring,None,Géant | Nain,233,293.4,universal_standard,116,"Baselard, Arming Sword, Brocchiere (Size 1)","Cabasset, Plackart, Cuisses (normal), Schynbalds / Demi-greaves",Aucun,PrebuiltTieredKit,201-400sp,233,-5.9,YES,Théurgique,Magie Verte,0,-2,-2,-9,3,126.9,74.8,-6,-5,-7,5,-2,5,-1,-5,-2,-6,Vision dans le noir + Robustesse naine,2026-06-04 17:13:13
CH-00047,Half-elf,Wood Half-elf,Silver Marches (Luruar),Forest Village,Groupe7_Marches_Argent,Complex Terrain Navigation | Forest Stealth | Advanced Tracking | Technical Rock Climbing | Wild Plant Foraging,Smuggling Networks,Weave Theory | History of the Realms | Divine Myths & Legends,Magical Goldsmithing (Theoretical) | Locksmithing & Mechanisms,Reghed,Chondathan | Elven High Speech | Reghed,212,293.4,universal_standard,106,"Hand Axe, Scutum (Size 11)","Leather Helmet, Gambeson (basic)",Ranseur,PrebuiltTieredKit,201-400sp,212,-2.71,YES,Arcanique,Magicien,-2,0,-5,0,-4,168.0,63.9,0,6,-5,4,-5,3,4,4,8,-4,Méditation + Immunité sommeil + VN (N1),2026-06-04 17:13:13
CH-00048,Human,Calishite,Calimshan,Large Town,Groupe2_Sud_Marchand,Plains Tracking | Desert Thermal Endurance,Urban Observation and Tailing | Criminal Organizations & Syndicates | City Secrets & Hidden Routes,Court Etiquette & Protocol | Political Currents & Rivalries | Trade Routes & Commerce | Religious Cults & Orders,Weaving & Spinning | Calligraphy & Illumination | Stoneworking,Calishite | Thorass,Calishite | Lantanna,1085,293.4,universal_standard,542,"Light Flail, Arming Sword, Javelin (x3), Large Buckler (Size 4), Lucerne Hammer, Sidesword","Close Helmet, Mail coif, Mail Shirt (sleeveless), Aketon, Gauntlets (articulated reinforced), Plackart, Cuisses (normal), Mail Chausses, Poleyns + Knee guards, Greaves (reinforced), Sabatons (broad bear-foot)",Aucun,PrebuiltTieredKit,701-1100sp,1091,7.51,NO,None,,-2,-1,6,-3,6,148.1,63.9,-3,-1,0,3,5,-1,1,12,1,1,Aucun,2026-06-04 17:13:13
CH-00049,Dwarf,Shield Dwarf,Mithral Hall,Dwarven Fortress,Groupe6_Bloc_Nain,Complex Terrain Navigation,Guild Knowledge & Politics | Urban Observation and Tailing | Sleight of Hand & Cheating,Court Etiquette & Protocol | History of the Realms | Halfling Culture | Major Cities & Regions,Masonry | Embroidery & Fine Sewing | Smithing & Metallurgy,Nain | Thorass,Nain,342,293.4,universal_standard,181,"Falchion, Javelin (x3), Scutum (Size 11)","Great Helm, Breastplate + Backplate, Pourpoint (light civil), Gorget (normal), Couter (pair), Schynbalds / Demi-greaves",Aucun,PrebuiltTieredKit,201-400sp,341,2.71,NO,None,,4,-1,-3,-5,10,154.4,92.4,-2,-7,-1,-2,-2,-3,11,-6,-10,-2,Vision dans le noir + Robustesse naine,2026-06-04 17:13:13
CH-00050,Human,Chondathan,The Dalelands,Rural Village,Groupe3_Coeur_Continental,Advanced Tracking | Forest Stealth | Complex Terrain Navigation | Plains Tracking | Wild Plant Foraging,,"Political Currents & Rivalries | Trade Routes & Commerce | Cosmology (Weave, Shadow Weave) | Ruins & Major Archaeological Sites",Locksmithing & Mechanisms | Beekeeping | Shipbuilding,Chondathan,Chondathan | Druidic | Turmish,329,293.4,universal_standard,164,"Messer, Hand Axe, Sling, Small Rotella (Size 5)","Sallet, Simple Breastplate, Mail voiders (pair), Gauntlets (normal), Cuisses (normal), Sabatons (broad bear-foot)",Sling bullets (12),PrebuiltTieredKit,201-400sp,329,6.04,NO,None,,3,2,-7,2,10,183.5,78.9,2,5,3,-7,-5,0,-1,-1,-2,0,Aucun,2026-06-04 17:13:13
CH-00051,Half-orc,Half-Orc,Le Nord (The North),Isolated Hamlet,Groupe5_Nord_Sauvage,Advanced Tracking | Hermetic Medicine | Plains Tracking | Open Land Navigation | Mountain Endurance | Confined Space Stealth,Urban Stealth & Shadowing,"Geography of Faerûn | Ancient Realms (Netheril, Imaskar...) | History of Magic | Halfling Culture",Locksmithing & Mechanisms | Herbalism & Potion Brewing,Orc,Northlander | Orc | Vaasan,212,293.4,universal_standard,106,"Hand Axe, Scutum (Size 11)","Leather Helmet, Gambeson (basic)",Ranseur,PrebuiltTieredKit,201-400sp,212,-0.14,NO,None,,2,-2,-1,-3,15,175.2,92.4,1,-10,-1,-3,1,7,0,0,-13,-2,Force brutale + Vision dans le noir N1,2026-06-04 17:13:13
CH-00052,Human,Chondathan,Vilhon Reach,Smuggler's Port,Groupe4_Vilhon_Est,Plains Tracking | Subterranean Hazard Resistance | Advanced Tracking | Battlefield Riding | Weather Reading | Open Land Navigation,,Astronomy & Star Navigation | Lost Kingdoms & Cities,Cartography | Brewing & Distilling | Carpentry & Woodworking,Chondathan,Chondathan,748,293.4,universal_standard,374,"Composite Bow, Arming Sword, Cutlass","Leather Helmet, Aventail, Simple Breastplate, Gambeson (long / fended), Gorget (articulated/raised), Vambraces + Couter, Gauntlets (articulated reinforced), Plackart, Garde-reins, Fauld, Tassets (short pair), Mail Chausses, Poleyns + Knee guards, Schynbalds / Demi-greaves, Sabatons (broad bear-foot)",Arrows (36),PrebuiltTieredKit,701-1100sp,754,-0.52,NO,None,,-3,-1,2,0,7,172.5,67.4,0,-6,4,4,0,1,6,5,-2,5,Aucun,2026-06-04 17:13:13
CH-00053,Human,Calishite,Tethyr,Fortified City,Groupe2_Sud_Marchand,Desert Thermal Endurance | Desert Water Mastery | Wild Plant Foraging,Urban Stealth & Shadowing | Disguise & Impersonation | Forgery of Documents & Seals,"Festivals, Calendars & Traditions | Religious Cults & Orders | Dwarven Culture",Glassworking | Alchemy (Theory & Practice),Calishite,Calishite | Chondathan | Halruaan,706,293.4,universal_standard,373,"Light Hammer, Hand Axe, Staff Sling, Buckler (Size 3)","Morion, Mail Shirt (sleeveless), Breastplate + Backplate, Arming Doublet, Gorget (normal), Vambraces + Couter, Gauntlets (normal), Plackart, Tassets (short pair), Poleyns + Knee guards, Greaves (normal), Sabatons (normal)","Courser, Riding Saddle, Leather chanfron + Sling bullets (24)",PrebuiltTieredKit,701-1100sp,704,4.66,NO,None,,3,1,-1,0,9,173.8,78.9,0,2,2,-1,-1,4,-4,1,0,1,Aucun,2026-06-04 17:13:13
CH-00054,Dwarf,Shield Dwarf,Ironmaster,Dwarven Fortress,Groupe3_Coeur_Continental,Savanna Plant Knowledge | Technical Rock Climbing | Mountain Endurance,Forgery of Documents & Seals | Urban Stealth & Shadowing | Forgery of Documents & Seals | Disguise & Impersonation | Urban Observation and Tailing,"Festivals, Calendars & Traditions | Weave Theory | Spellplague & Its Aftermath | Ruins & Major Archaeological Sites",Candle & Soap Making,Illuskan | Nain,Géant | Illuskan | Nain,407,293.4,universal_standard,234,"Glaive, Hand Axe","Barbute (Italian), Breastplate + Backplate, Arming Doublet, Vambraces + Couter + Rerebrace, Fauld, Garde-reins",Aucun,PrebuiltTieredKit,401-700sp,404,-5.32,YES,Arcanique,Magicien,2,-3,-6,-8,7,141.3,78.9,-4,-1,-6,-6,-2,4,-6,-2,-6,-8,Vision dans le noir + Robustesse naine,2026-06-04 17:13:13
CH-00055,Human,Tethyrian,Sword Coast,Fishing Village,Groupe1_Cote_des_Epees,Littoral Foraging | Advanced Tracking | Marsh Movement | Island Navigation | Forest Stealth,Disguise & Impersonation | Sleight of Hand & Cheating,History of Netheril | Major Religions & Deities | History of Magic | Halfling Culture,Shipbuilding,Sembian | Thorass,Chondathan | Sembian | Tethyrian,407,293.4,universal_standard,234,"Glaive, Hand Axe","Barbute (Italian), Breastplate + Backplate, Arming Doublet, Vambraces + Couter + Rerebrace, Fauld, Garde-reins",Aucun,PrebuiltTieredKit,401-700sp,404,-4.24,YES,Théurgique,Magie Blanche,-2,-1,0,-2,-1,149.6,57.5,-3,2,4,-1,0,-1,0,0,3,3,Aucun,2026-06-04 17:13:13
CH-00056,Human,Chondathan,The Dalelands,Rural Village,Groupe3_Coeur_Continental,Advanced Tracking | Forest Stealth | Open Land Navigation | Complex Terrain Navigation | Plains Tracking | Wild Plant Foraging,,Local Folklore & Legends | Geography of Faerûn | Nobility & Heraldry,Smithing & Metallurgy,Chondathan,Chondathan,292,293.4,universal_standard,156,"Crossbow, Arming Sword","Gambeson (basic), Gauntlets (normal), Plackart, Poleyns + Knee guards",Crossbow Bolts (12),PrebuiltTieredKit,201-400sp,291,-11.08,YES,Sauvage,Magie Blanche,-4,-3,-9,-2,0,166.5,60.6,0,4,-5,-4,-6,4,6,-3,2,-7,Aucun,2026-06-04 17:13:13
CH-00057,Human,Chondathan,Sembia,Major Trade City,Groupe2_Sud_Marchand,Weather Reading,Black Market Operations | Sleight of Hand & Cheating | Lockpicking and Trap Disarming | Forgery of Documents & Seals,History of Imaskar | Geography of Faerûn | History of the Realms | Trade Routes & Commerce,Alchemy (Theory & Practice) | Leatherworking & Tanning,Thorass | Chondathan,Chondathan | Illuskan | Turmish,1874,293.4,universal_standard,1147,"Katzbalger, Messer, War Dart (x3), Rotella (Size 6), Guisarme, Rapier","Kettle Hat, Mail coif, Brigandine (standard troop), Simple Breastplate, Mail Shirt (sleeveless), Padded Jack (medium / troop), Gorget (normal), Couter (pair), Gauntlets (articulated reinforced), Plackart, Garde-reins, Fauld, Cuisses (reinforced Maximilian), Mail Demi-chausses, Poleyns + Knee guards, Greaves (reinforced), Sabatons (normal)","Destrier, War Saddle, Leather barding, Plate chanfron, Chain crinet",PrebuiltTieredKit,1801-2200sp,1853,-0.62,NO,None,,0,-2,1,0,16,180.3,74.8,1,-5,6,-7,3,-2,-7,-2,-9,3,Aucun,2026-06-04 17:13:13
CH-00058,Human,Calishite,Calimshan,Metropolis,Groupe2_Sud_Marchand,,Sleight of Hand & Cheating | Urban Stealth & Shadowing | Temple Politics & Religious Intrigue | Poison Lore & Subtle Application | Streetwise (Urban Underworld),"Cosmology (Weave, Shadow Weave) | Trade Routes & Commerce | Major Cities & Regions | Major Religions & Deities",Rare Dye Making | Smithing & Metallurgy,Chondathan | Thorass,Chondathan | Lantanna | Mulhorandi | Thorass,1433,293.4,universal_standard,716,"Bill, Messer, Sling, Large Rotella (Size 7), Francisca, Francisca","Bascinet (basic), Mail coif, Brigandine (standard troop), Mail Coat (long with sleeves), Padded Jack (medium / troop), Gorget (articulated/raised), Couter (pair), Gauntlets (articulated reinforced), Plackart, Fauld, Garde-reins, Cuisses (normal), Mail Chausses, Poleyns + Knee guards, Schynbalds / Demi-greaves, Sabatons (broad bear-foot)","Rouncey, War Saddle, Plate chanfron, Chain crinet + Sling bullets (72)",PrebuiltTieredKit,1101-1500sp,1433,-14.43,YES,Arcanique,Magicien,-7,-6,-6,-6,5,162.1,60.6,-1,-5,-6,-4,-3,10,4,0,-5,-8,Aucun,2026-06-04 17:13:13
CH-00059,Human,Chondathan,Chondath,Small Town,Groupe4_Vilhon_Est,Advanced Tracking | Open Land Navigation,Urban Stealth & Shadowing | Urban Stealth & Shadowing | Information Brokerage,Nobility & Heraldry | Geography of Faerûn | History of the Realms,Navigation (Land & Sea) | Masonry | Bookbinding,Chondathan,Chondathan | Infernal,595,293.4,universal_standard,298,"Rapier, Arming Sword","Bascinet (basic), Gambeson (long / fended), Vambraces + Couter + Rerebrace, Gauntlets (normal), Cuisses (normal), Poleyns + Knee guards",Aucun,PrebuiltTieredKit,401-700sp,596,32.7,NO,None,,8,5,-3,4,-1,189.9,97.4,2,2,8,-2,-3,-1,4,2,-3,7,Aucun,2026-06-04 17:13:13
CH-00060,Human,Chondathan,Chondath,Large Town,Groupe4_Vilhon_Est,River Crossing | Plains Tracking | Dark Water Swimming,Lockpicking and Trap Disarming | Smuggling Networks,"Divine Myths & Legends | Cosmology (Weave, Shadow Weave) | Major Cities & Regions | Dragon Lore",Masonry,Chondathan,Chondathan,587,293.4,universal_standard,294,"Messer, Brocchiere (Size 1)","Close Helmet, Mail Hauberk (complete), Reinforced Gambeson, Gorget (reinforced), Couter (pair), Gauntlets (normal), Plackart, Cuisses (reinforced Maximilian), Mail Demi-chausses",Knife,PrebuiltTieredKit,401-700sp,587,-5.78,YES,Théurgique,Magie Blanche,-2,-1,-3,-1,0,157.8,60.6,-2,4,0,0,-3,-3,-2,-3,4,0,Aucun,2026-06-04 17:13:13
CH-00061,Human,Calishite,Amn,Major Trade City,Groupe2_Sud_Marchand,Desert Thermal Endurance,Disguise & Impersonation | Urban Stealth & Shadowing | Criminal Organizations & Syndicates,Court Etiquette & Protocol | Trade Routes & Commerce | Gnomish Culture | Ruins & Major Archaeological Sites,Cooking (Fine Cuisine),Sembian | Thorass,Calishite | Chondathan | Sembian,1094,293.4,universal_standard,547,"Lance, Arming Sword, Javelin (x3), Rotella (Size 6), Falchion","Nasal Helmet, Aventail, Coat of Plates, Arming Doublet, Gorget (normal), Mail voiders (pair), Gauntlets (normal), Garde-reins, Fauld, Cuisses (normal), Mail Demi-chausses, Poleyns + Knee guards, Greaves (normal), Sabatons (normal)","Palfrey, War Saddle, Leather barding, Plate chanfron, Chain crinet",PrebuiltTieredKit,701-1100sp,1095,-8.04,YES,Théurgique,Magie Verte,-3,-2,-4,-2,0,163.6,60.6,-1,2,1,-5,-2,-9,8,-4,0,-1,Aucun,2026-06-04 17:13:13
CH-00062,Human,Tethyrian,Western Heartlands,Remote Trading Post,Groupe3_Coeur_Continental,River Crossing | Marsh Disease Resistance | Wild Plant Foraging | Advanced Tracking | Forest Stealth,Forgery of Documents & Seals,"Major Religions & Deities | Festivals, Calendars & Traditions | Laws & Customs of Nations | Dragon Lore",Alchemy (Theory & Practice),Sembian | Thorass,Chondathan | Sembian | Thorass,450,293.4,universal_standard,235,"Short Bow, Messer, Brocchiere (Size 1)","Close Helmet, Mail Haubergeon (mid-length), Padded Jack (medium / troop), Vambraces + Couter, Cuisses (normal), Schynbalds / Demi-greaves",Arrows (12),PrebuiltTieredKit,401-700sp,449,4.04,NO,None,,3,0,-2,1,12,188.4,87.7,2,-3,2,-4,-1,-6,3,-7,-7,0,Aucun,2026-06-04 17:13:13
CH-00063,Human,Chondathan,The Dalelands,Farming Hamlet,Groupe3_Coeur_Continental,Open Land Navigation | Advanced Tracking | Complex Terrain Navigation,Streetwise (Urban Underworld) | Sleight of Hand & Cheating,Genasi & Elemental Peoples | Divine Myths & Legends | Magical Schools & Traditions | Elven Culture,Preservation & Salting | Perfumery & Cosmetics | Navigation (Land & Sea),Illuskan | Chondathan,Chondathan | Druidic | Illuskan,320,293.4,universal_standard,180,"Francisca, Hand Axe, Sling, Small Buckler (Size 2)","Burgonet, Aventail, Mail Shirt (sleeveless), Reinforced Gambeson, Gorget (articulated/raised), Plackart, Schynbalds / Demi-greaves",Sling bullets (72),PrebuiltTieredKit,201-400sp,318,-1.16,NO,None,,0,0,-3,1,10,178.6,74.8,1,-4,6,-2,-3,2,0,-2,-5,5,Aucun,2026-06-04 17:13:13
CH-00064,Dwarf,Shield Dwarf,Ironmaster,Mountain Village,Groupe3_Coeur_Continental,Technical Rock Climbing | Mountain Endurance | Plains Tracking | Underground Navigation | Game Butchering and Preservation,,"Local Folklore & Legends | Aberration Lore | Astronomy & Star Navigation | Ancient Realms (Netheril, Imaskar...)",Leatherworking & Tanning | Jewelry & Goldsmithing,Nain,Illuskan | Nain | Undercommon,254,293.4,universal_standard,147,"Battle Axe, Falchion, Reinforced Javelin (x3)","Cervelière, Aventail, Gambeson (basic), Gorget (normal)",Aucun,PrebuiltTieredKit,201-400sp,252,31.19,NO,None,,9,5,-1,-1,-2,145.0,92.4,-3,8,-2,6,-2,-2,1,-8,7,0,Vision dans le noir + Robustesse naine,2026-06-04 17:13:13
CH-00065,Human,Damaran,Vaasa,Large Town,Groupe5_Nord_Sauvage,Complex Terrain Navigation | Technical Rock Climbing,Urban Stealth & Shadowing | Streetwise (Urban Underworld) | Sleight of Hand & Cheating,"Trade Routes & Commerce | Cosmology (Weave, Shadow Weave) | Secret Organizations | Religious Cults & Orders",Masonry | Smithing & Metallurgy | Forgery of Official Documents,Chondathan | Thorass,Chondathan | Nar,305,293.4,universal_standard,152,Messer,"Cabasset, Mail Shirt (sleeveless), Jack of Plates, Pourpoint (light civil), Gauntlets (normal), Fauld, Tassets (short pair)",Aucun,PrebuiltTieredKit,201-400sp,305,8.6,NO,None,,4,2,-1,0,7,172.2,87.7,0,3,-3,3,-1,4,-2,7,2,-2,Aucun,2026-06-04 17:13:13
